customer_id,company,industry,country,signup_date,plan_level,billing_cycle,monthly_revenue,active_days,feature_usage_score,support_tickets,acquisition_channel,last_login_days_ago,nps_score,churned
1669,Notion,Real Estate,Germany,12/16/2024,Free,Monthly,€12.28,8,34%,4,Organic,30+,3,1
1537,HubSpot,Education,USA,20-06-2024,Free,Monthly,$28.09 ,13,62%,5,LinkedIn Ads,45,3,1
1549,FinCorp,Marketing,India,7/12/2024,Free,Monthly,$51.42 ,18,19%,5,google ads,45,3,1
1636,HubSpot,Education,UK,21-09-2024,Free,Monthly,£20.64,10+,13%,5,google ads,45,3,1
1837,Salesforce,Real Estate,USA,11/12/2024,Free,Monthly,$5.02 ,13,11%,5,Google Ads,30+,3,1
1316,Stripe,Real Estate,USA,7/5/2024,Free,Monthly,$1.83 ,10,24%,6,Google Ads,30+,3,1
1931,Zendesk,Real Estate,Australia,1/1/2024,Free,Monthly,$11.19 ,8,14%,6,Google Ads,46,3,1
1933,Zendesk,Education,USA,7/5/2024,Free,Monthly,$23.75 ,10+,4%,6,google ads,46,3,1
1953,Stripe,Real Estate,U.S.A.,7/14/2024,Free,monthly,$1.91 ,29,43%,6,Google Ads,46,3,1
2095,FinCorp,Real Estate,Canada,5/14/2024,Free,Monthly,$12.07 ,9,43%,6,Organic,46,3,1
1191,FinCorp,E-commerce,U.S.A.,5/9/2024,Basic,monthly,$98.57 ,10+,28%,7,Google Ads,46,3,1
1589,Stripe,Education,U.S.A.,3/8/2024,Free,Monthly,$7.97 ,23,38%,7,google ads,30+,3,1
1582,HubSpot,Marketing,UK,9/1/2024,Free,monthly,£16.36,22,14%,8,Google Ads,30+,3,1
1818,HubSpot,SaaS,USA,11/3/2024,Free,monthly,$46.92 ,22,17%,8,google ads,30+,3,1
2058,Zendesk,E-commerce,Australia,3/26/2024,Free,Monthly,$25.38 ,26,18%,8,Google Ads,30+,3,1
2112,FinCorp,Marketing,India,6/20/2024,Free,Monthly,$3.02 ,78,37%,8,Organic,30+,3,1
2162,Cloudify,FinTech,India,1/11/2024,Free,Monthly,$1.63 ,10+,8%,8,Organic,30+,3,1
1071,Cloudify,FinTech,USA,7/18/2024,Free,Monthly,$22.93 ,7,18%,9,Organic,30+,3,1
2157,Cloudify,Healthcare,USA,5/7/2024,Basic,monthly,$48.64 ,9,3%,9,Google Ads,30+,3,1
2159,Zendesk,SaaS,USA,22-12-2024,Free,Monthly,$24.75 ,29,22%,9,google ads,30+,3,1
1981,Zendesk,FinTech,USA,2/6/2024,Free,Monthly,$12.20 ,8,23%,10,Google Ads,30+,3,1
1004,FinCorp,FinTech,U.S.A.,7/4/2024,Free,monthly,$5.65 ,7,15%,11,Google Ads,30+,3,1
1487,FinCorp,Healthcare,Australia,21-08-2024,Free,Monthly,$3.26 ,6,32%,11,Referral,30+,3,1
1594,Stripe,FinTech,America,4/15/2024,Free,Monthly,$2.23 ,13,72%,0,Organic,11,3,0
1785,FinCorp,SaaS,DE,3/19/2024,Free,Monthly,€23.35,10,13%,8,Organic,20,3,0
1612,Cloudify,Marketing,USA,11/17/2024,Pro,Annual,$68.16 ,4,36%,3,Google Ads,10,3,0
1459,DataNest,E-commerce,DE,1/5/2024,Free,monthly,€12.86,4,30%,1,Google Ads,43,3,0
1198,HubSpot,Real Estate,USA,12/25/2024,Basic,Annual,$133.29 ,12,50%,5,google ads,37,2,1
1939,Notion,Healthcare,U.K.,11/1/2024,Free,Monthly,£1.85,9,33%,8,Organic,37,2,1
1128,Zendesk,E-commerce,Australia,7/19/2024,Free,monthly,$19.40 ,10,29%,8,Organic,37,2,1
1718,MarketPro,Healthcare,Canada,3/3/2024,Basic,Monthly,$104.35 ,17,57%,4,Google Ads,24,2,1
2158,DataNest,E-commerce,DE,12/13/2024,Free,Monthly,€24.91,3,47%,4,Referral,24,2,1
1603,Zendesk,FinTech,USA,12/24/2024,Basic,monthly,$49.20 ,20,31%,7,google ads,25,2,1
1010,Salesforce,E-commerce,DE,27-01-2024,Free,monthly,€23.62,10+,30%,4,LinkedIn Ads,26,2,1
2160,Notion,Marketing,USA,23-08-2024,Basic,Monthly,$152.61 ,5,57%,5,google ads,28,2,1
1978,Salesforce,Healthcare,Germany,7/26/2024,Free,Monthly,€0.63,7,26%,3,Organic,28,2,1
1130,DataNest,Healthcare,UK,8/9/2024,Free,Monthly,£17.39,30,29%,6,Organic,28,2,1
1012,DataNest,E-commerce,Germany,9/9/2024,Free,Monthly,€42.99,10+,39%,5,Referral,52,2,1
1411,Zendesk,FinTech,Australia,4/10/2024,Free,monthly,$9.89 ,28,28%,9,Organic,33,2,1
1934,DataNest,Marketing,UK,11/18/2024,Free,monthly,£1.32,28,39%,5,Google Ads,39,2,0
1411,Zendesk,FinTech,Australia,4/10/2024,Free,monthly,$9.89 ,28,28%,9,Organic,33,2,1
1895,Zendesk,FinTech,Australia,8/18/2024,Free,Monthly,$38.51 ,28,69%,4,Referral,34,2,1
1573,Salesforce,Marketing,DE,8/11/2024,Basic,monthly,€200.25,15,28%,7,Google Ads,34,2,1
1368,Salesforce,E-commerce,DE,15-10-2024,Basic,Annual,€34.36,8,60%,7,Google Ads,30+,2,1
1604,MarketPro,Education,USA,11/7/2024,Free,monthly,$159.75 ,9,26%,4,LinkedIn Ads,30+,2,1
1227,DataNest,E-commerce,DE,3/10/2024,Free,Monthly,€1.62,30,74%,6,Organic,30+,2,1
1799,Zendesk,Marketing,Australia,4/16/2024,Free,Monthly,$57.19 ,24,57%,6,Organic,46,2,1
2100,Notion,Real Estate,Germany,2/21/2024,Free,Monthly,€19.25,10+,56%,6,Organic,46,2,1
1266,Salesforce,SaaS,DE,9/26/2024,Free,Monthly,€0.19,3,29%,5,LinkedIn Ads,10,2,1
1155,Stripe,Education,America,7/14/2024,Free,Monthly,$86.44 ,24,44%,5,Organic,44,2,1
1716,FinCorp,Education,DE,1/6/2024,Basic,Annual,€65.94,13,50%,3,Organic,44,2,1
2136,Cloudify,Real Estate,USA,8/21/2024,Basic,Monthly,$88.54 ,10+,27%,4,Organic,23,2,1
1991,MarketPro,Marketing,Canada,1/17/2024,Free,Monthly,$52.16 ,14,66%,5,Referral,23,2,1
1579,MarketPro,E-commerce,USA,2/1/2024,Basic,Monthly,$92.89 ,16,65%,5,Google Ads,34,2,1
1037,MarketPro,E-commerce,Canada,23-06-2024,Free,Monthly,$1.49 ,22,67%,1,Referral,34,2,1
1225,Stripe,Real Estate,U.S.A.,10/22/2024,Basic,Annual,$120.67 ,7,54%,2,Google Ads,34,2,1
1269,DataNest,Healthcare,Germany,9/9/2024,Free,Monthly,€10.08,23,35%,2,google ads,22,2,0
1281,FinCorp,Marketing,U.K.,11/12/2024,Free,Monthly,£1.15,17,16%,4,Organic,8,2,0
1081,Cloudify,Healthcare,UK,4/4/2024,Free,Monthly,£0.07,15,32%,4,Organic,22,2,0
1625,Salesforce,SaaS,Germany,4/8/2024,Free,monthly,€8.24,24,7%,5,google ads,37,2,1
1431,Cloudify,SaaS,India,1/13/2024,Free,Monthly,$26.37 ,18,44%,6,Google Ads,23,2,1
1744,DataNest,Education,DE,1/8/2024,Free,Monthly,€3.52,18,13%,6,Google Ads,23,2,1
1779,HubSpot,FinTech,United Kingdom,6/18/2024,Free,monthly,£45.59,27,10%,9,Google Ads,23,2,1
1051,Zendesk,Real Estate,USA,7/22/2024,Free,Monthly,$30.26 ,5,5%,10,Google Ads,24,2,1
1661,Zendesk,Healthcare,Australia,12/15/2024,Free,Monthly,$0.37 ,10+,10%,4,Google Ads,26,2,1
1333,HubSpot,Education,United Kingdom,4/2/2024,Free,monthly,£4.17,1,16%,7,Google Ads,29,2,1
1935,MarketPro,Education,USA,19-07-2024,Free,Monthly,$3.22 ,7,9%,7,Google Ads,30,2,1
1886,Salesforce,E-commerce,Germany,11/7/2024,Free,monthly,€13.94,5,7%,6,Google Ads,52,2,1
1283,Zendesk,SaaS,USA,20-04-2024,Free,Monthly,$1.72 ,8,39%,8,Google Ads,52,2,1
2120,FinCorp,Healthcare,Australia,9/26/2024,Free,Monthly,$12.35 ,8,20%,7,Organic,52,2,1
2120,FinCorp,Healthcare,Australia,9/26/2024,Free,Monthly,$12.35 ,8,20%,7,Organic,52,2,1
1836,Notion,Marketing,Germany,19-02-2024,Free,Monthly,€18.25,1,26%,4,Google Ads,33,2,1
1028,Notion,Education,USA,12/11/2024,Free,Monthly,$4.20 ,14,22%,5,google ads,33,2,1
1702,MarketPro,Real Estate,Canada,12/5/2024,Free,monthly,$10.17 ,15,34%,7,Google Ads,35,2,1
1180,Cloudify,SaaS,USA,2/17/2024,Free,Monthly,$2.71 ,3,4%,8,Organic,38,2,1
1990,Notion,FinTech,UK,6/3/2024,Free,Monthly,£33.57,9,22%,5,google ads,40,2,1
1985,FinCorp,Healthcare,USA,27-05-2024,Basic,Annual,$50.61 ,23,24%,10,google ads,40,2,1
2115,Cloudify,Real Estate,India,6/1/2024,Free,monthly,$11.80 ,15,23%,8,Organic,41,2,1
1138,Salesforce,Real Estate,USA,9/12/2024,Free,monthly,$14.39 ,20,43%,7,Google Ads,42,2,1
2133,Zendesk,FinTech,USA,12/1/2024,Free,Monthly,$20.42 ,24,32%,8,google ads,42,2,1
1736,MarketPro,Education,USA,3/15/2024,Free,Monthly,$0.09 ,30,42%,4,google ads,44,2,1
1602,HubSpot,Education,UK,3/5/2024,Free,Monthly,£19.67,10+,6%,7,Google Ads,49,2,1
2163,FinCorp,Healthcare,America,4/15/2024,Free,Monthly,$4.48 ,27,29%,8,Google Ads,49,2,1
1274,HubSpot,Real Estate,UK,8/6/2024,Free,Monthly,£0.1,10+,10%,6,Google Ads,51,2,1
1521,MarketPro,Marketing,Australia,6/17/2024,Free,Monthly,$5.20 ,12,34%,1,Google Ads,22,2,0
1145,MarketPro,Education,USA,22-12-2024,Free,Monthly,$8.35 ,3,17%,9,google ads,51,2,1
1201,DataNest,Real Estate,DE,5/25/2024,Free,Monthly,€4.01,24,18%,5,Google Ads,55,2,1
1946,FinCorp,SaaS,U.S.A.,7/22/2024,Free,Monthly,$60.61 ,13,21%,5,Organic,55,2,1
1230,Zendesk,Healthcare,Australia,8/6/2024,Free,monthly,$26.62 ,10,4%,5,google ads,56,2,1
1194,HubSpot,SaaS,United Kingdom,17-02-2024,Free,Monthly,£11.85,10,22%,5,Google Ads,58,2,1
2098,Notion,Education,USA,1/10/2024,Free,Monthly,$3.87 ,5,21%,13,google ads,58,2,1
1995,FinCorp,SaaS,USA,12/26/2024,Basic,Monthly,$209.23 ,10+,9%,5,Google Ads,34,2,1
1137,Stripe,SaaS,America,3/3/2024,Free,Monthly,$26.49 ,9,36%,3,google ads,30+,2,1
1600,Cloudify,Education,UK,6/28/2024,Free,monthly,£1.94,15,12%,7,google ads,30+,2,1
2054,DataNest,Education,UK,12/14/2024,Free,monthly,£13.74,18,6%,8,Google Ads,30+,2,1
1239,Zendesk,E-commerce,USA,18-05-2024,Free,Monthly,$29.01 ,12,35%,8,Google Ads,30+,2,1
1449,Cloudify,Education,USA,8/26/2024,Free,Monthly,$2.92 ,10+,15%,4,google ads,30+,2,1
1464,Cloudify,SaaS,India,3/27/2024,Free,Monthly,$1.78 ,2,39%,9,Organic,30+,2,1
1496,HubSpot,Education,USA,6/21/2024,Free,Monthly,$6.97 ,20,12%,9,Google Ads,30+,2,1
1027,Cloudify,Education,USA,1/22/2024,Free,Monthly,$9.88 ,22,5%,5,Google Ads,30+,2,1
1044,FinCorp,SaaS,America,24-08-2024,Free,monthly,$4.29 ,19,33%,5,Google Ads,30+,2,1
1222,Notion,SaaS,U.K.,5/10/2024,Free,Monthly,£6.21,30,18%,5,Google Ads,30+,2,1
1344,Salesforce,Marketing,DE,25-09-2024,Free,Monthly,€7.09,13,23%,5,Google Ads,45,2,1
1525,Zendesk,Marketing,USA,4/18/2024,Free,monthly,$12.85 ,23,36%,5,Google Ads,45,2,1
1804,Zendesk,Marketing,USA,5/9/2024,Free,Monthly,$50.66 ,21,13%,5,Google Ads,30+,2,1
2030,MarketPro,SaaS,Australia,2/23/2024,Free,monthly,$10.88 ,18,5%,5,Google Ads,30+,2,1
2121,HubSpot,Real Estate,USA,18-07-2024,Free,Monthly,$9.33 ,10+,36%,5,Google Ads,30+,2,1
1044,FinCorp,SaaS,America,24-08-2024,Free,monthly,$4.29 ,19,33%,5,Google Ads,30+,2,1
1344,Salesforce,Marketing,DE,25-09-2024,Free,Monthly,€7.09,13,23%,5,Google Ads,30+,2,1
1190,HubSpot,E-commerce,UK,5/13/2024,Free,Monthly,£3.27,17,23%,6,Google Ads,30+,2,1
1776,DataNest,Healthcare,DE,28-10-2024,Free,monthly,€16.81,16,10%,6,Google Ads,46,2,1
2118,Salesforce,Healthcare,USA,2/1/2024,Free,Monthly,$4.93 ,29,18%,6,Google Ads,46,2,1
1419,FinCorp,Education,United Kingdom,3/25/2024,Basic,monthly,£99.6,10,7%,7,Google Ads,46,2,1
1445,Stripe,Marketing,U.S.A.,6/26/2024,Free,Monthly,$15.92 ,93,26%,7,google ads,46,2,1
1696,Zendesk,SaaS,USA,3/1/2024,Free,Monthly,$9.14 ,21,39%,7,Google Ads,30+,2,1
1811,Stripe,Real Estate,America,8/13/2024,Free,Monthly,$2.49 ,29,9%,7,google ads,30+,2,1
2057,Notion,E-commerce,USA,2/9/2024,Free,Monthly,$11.79 ,11,32%,7,google ads,30+,2,1
1199,Cloudify,SaaS,USA,5/25/2024,Free,Monthly,$32.27 ,21,8%,8,Organic,30+,2,1
1723,MarketPro,FinTech,Australia,27-03-2024,Free,Monthly,$15.17 ,17,21%,8,google ads,30+,2,1
1956,FinCorp,E-commerce,India,12/11/2024,Free,Monthly,$5.98 ,22,37%,8,Organic,30+,2,1
1426,Notion,Real Estate,U.K.,2/1/2024,Free,Monthly,£37.51,12,23%,10,Google Ads,30+,2,1
1847,HubSpot,Real Estate,United Kingdom,8/16/2024,Free,Monthly,£14.17,6,15%,3,Google Ads,36,2,0
1188,Salesforce,Marketing,Germany,5/1/2024,Free,Monthly,€12.05,3,38%,1,google ads,26,2,0
1647,Notion,Healthcare,UK,7/4/2024,Free,monthly,£1.18,8,37%,8,google ads,20,1,0
1864,Stripe,Education,USA,17-01-2024,Free,Monthly,$45.41 ,28,7%,6,Google Ads,37,1,1
1588,MarketPro,Education,Canada,13-06-2024,Free,Monthly,$4.90 ,10+,18%,8,google ads,37,1,1
1442,HubSpot,SaaS,USA,7/26/2024,Free,Monthly,$14.97 ,10+,15%,14,google ads,37,1,1
1096,DataNest,Real Estate,Germany,10/8/2024,Free,monthly,€44.17,9,11%,4,google ads,37,1,1
1218,Cloudify,Education,UK,25-11-2024,Free,Monthly,£14.48,25,17%,9,google ads,23,1,1
1951,Cloudify,E-commerce,USA,7/7/2024,Free,Monthly,$11.82 ,13,14%,4,Organic,24,1,1
1204,Cloudify,Healthcare,India,1/13/2024,Free,Monthly,$0.35 ,23,39%,8,Referral,24,1,1
2043,Cloudify,E-commerce,India,7/24/2024,Free,monthly,$81.63 ,1,38%,9,Organic,24,1,1
1394,Cloudify,SaaS,USA,1/26/2024,Free,monthly,$23.78 ,10+,33%,4,google ads,26,1,1
1576,FinCorp,Real Estate,UK,24-11-2024,Free,Monthly,£29.43,21,13%,5,Referral,26,1,1
1346,HubSpot,E-commerce,United Kingdom,22-03-2024,Free,monthly,£18.03,15,18%,6,google ads,26,1,1
1226,Salesforce,E-commerce,DE,10/5/2024,Free,Monthly,€1.8,24,39%,8,google ads,31,1,1
1289,DataNest,FinTech,UK,22-05-2024,Free,Monthly,£3.53,20,6%,4,Google Ads,52,1,1
1326,Stripe,Real Estate,U.S.A.,3/25/2024,Free,Monthly,$0.36 ,17,3%,7,Google Ads,34,1,1
2151,Notion,Marketing,Germany,11/10/2024,Free,monthly,€8.34,10,36%,8,Google Ads,34,1,1
1796,Salesforce,Education,USA,12/8/2024,Free,Monthly,$3.10 ,24,28%,5,google ads,36,1,1
1331,MarketPro,Education,Canada,7/3/2024,Free,Monthly,$6.62 ,10,4%,7,google ads,37,1,1
1068,Zendesk,E-commerce,USA,6/11/2024,Free,monthly,$0.56 ,15,15%,8,Google Ads,38,1,1
1889,FinCorp,Healthcare,Germany,12/28/2024,Free,Monthly,€10.95,1,40%,5,Referral,42,1,1
1858,Cloudify,Healthcare,UK,10/5/2024,Basic,monthly,£43.56,8,18%,4,google ads,46,1,1
1251,Cloudify,E-commerce,India,25-07-2024,Free,monthly,$21.81 ,10,28%,6,Organic,46,1,1
1053,Cloudify,SaaS,USA,2/13/2024,Free,Monthly,$9.08 ,7,35%,6,Organic,47,1,1
1471,FinCorp,E-commerce,USA,5/10/2024,Free,Monthly,$4.56 ,15,9%,8,Google Ads,50,1,1
2083,FinCorp,SaaS,USA,3/21/2024,Free,Monthly,$24.29 ,6,3%,7,Referral,55,1,1
1255,FinCorp,Marketing,DE,3/11/2024,Free,Monthly,€6.12,10+,16%,2,Organic,56,1,1
1644,Salesforce,E-commerce,Germany,23-05-2024,Free,Monthly,€5.72,10+,34%,4,Google Ads,56,1,1
1292,Cloudify,Education,USA,2/22/2024,Free,Monthly,$12.97 ,17,18%,7,Google Ads,56,1,1
1923,DataNest,SaaS,UK,7/13/2024,Free,Monthly,£3.0,6,36%,0,Google Ads,30+,1,1
1400,Cloudify,SaaS,UK,21-02-2024,Free,monthly,£2.81,26,22%,7,google ads,34,1,1
1404,Notion,E-commerce,USA,5/23/2024,Free,Monthly,$5.14 ,6,27%,7,Google Ads,30+,1,1
1172,Salesforce,FinTech,DE,11/22/2024,Free,Monthly,€24.22,14,32%,8,Google Ads,30+,1,1
1268,HubSpot,FinTech,UK,3/6/2024,Free,Monthly,£15.31,10+,42%,8,google ads,30+,1,1
1893,FinCorp,Marketing,U.S.A.,1/7/2024,Free,Monthly,$26.51 ,27,36%,4,Google Ads,30+,1,1
1961,Notion,Marketing,U.K.,7/16/2024,Free,monthly,£12.91,28,41%,4,Google Ads,30+,1,1
1178,Cloudify,FinTech,USA,10/15/2024,Basic,ANNUAL,$160.58 ,5,28%,5,Google Ads,30+,1,1
1555,Cloudify,E-commerce,India,22-06-2024,Free,Monthly,$19.04 ,22,8%,5,Google Ads,45,1,1
1302,Cloudify,E-commerce,UK,12/14/2024,Free,Monthly,£8.62,8,16%,6,Referral,30+,1,1
1334,FinCorp,FinTech,U.K.,8/18/2024,Basic,Annual,£112.39,28,22%,6,Google Ads,30+,1,1
1476,DataNest,E-commerce,Germany,9/6/2024,Free,Monthly,€15.88,18,39%,6,Google Ads,30+,1,1
1581,DataNest,Real Estate,UK,13-04-2024,Free,Monthly,£9.87,18,24%,6,Google Ads,46,1,1
1618,Cloudify,FinTech,UK,5/6/2024,Free,Monthly,£2.18,22,2%,6,Organic,46,1,1
1005,DataNest,FinTech,UK,18-05-2024,Free,Monthly,£9.08,17,24%,7,Google Ads,46,1,1
1264,FinCorp,Education,America,11/25/2024,Free,Monthly,$9.60 ,13,28%,7,LinkedIn Ads,46,1,1
1463,HubSpot,Real Estate,USA,8/6/2024,Free,Monthly,$2.59 ,4,43%,7,google ads,46,1,1
1562,Notion,FinTech,UK,8/23/2024,Free,Monthly,£6.59,12,32%,7,google ads,46,1,1
1843,MarketPro,Education,Canada,4/6/2024,Free,Monthly,$8.06 ,1,43%,7,Google Ads,30+,1,1
1854,Salesforce,Healthcare,Germany,1/23/2024,Free,Monthly,€41.91,9,41%,7,Google Ads,30+,1,1
1868,HubSpot,Healthcare,UK,12/25/2024,Free,Monthly,£2.13,11,10%,7,Google Ads,30+,1,1
1899,DataNest,Education,UK,5/21/2024,Free,monthly,£46.82,24,31%,8,google ads,30+,1,1
1069,Cloudify,Healthcare,UK,7/11/2024,Free,Monthly,£23.51,17,13%,9,Google Ads,30+,1,1
1115,Stripe,FinTech,Canada,4/27/2024,Free,monthly,$8.37 ,4,23%,9,Google Ads,30+,1,1
1535,DataNest,Marketing,UK,9/5/2024,Free,Monthly,£0.36,12,18%,9,google ads,30+,1,1
1502,MarketPro,Education,Canada,11/5/2024,Free,Monthly,$9.13 ,14,42%,11,Google Ads,30+,1,1
1748,FinCorp,Education,United Kingdom,14-09-2024,Free,Monthly,£1.53,28,4%,12,Organic,30+,1,1
1383,HubSpot,E-commerce,United Kingdom,9/2/2024,Free,Monthly,£0.01,9,17%,9,Google Ads,22,0,1
1359,Notion,Real Estate,USA,9/6/2024,Free,Monthly,$10.25 ,28,32%,7,Google Ads,23,0,1
1417,Notion,SaaS,UK,1/14/2024,Free,monthly,£20.62,6,5%,8,google ads,23,0,1
1195,MarketPro,FinTech,Canada,6/4/2024,Free,Monthly,$0.51 ,9,23%,7,Google Ads,26,0,1
1831,DataNest,FinTech,DE,10/8/2024,Free,monthly,€3.63,21,37%,3,Direct,27,0,1
1746,Stripe,E-commerce,America,3/6/2024,Free,Monthly,$27.51 ,4,35%,4,Google Ads,29,0,1
1122,HubSpot,FinTech,UK,19-06-2024,Free,monthly,£8.0,7,41%,9,Google Ads,29,0,1
1207,DataNest,Marketing,DE,1/3/2024,Free,monthly,€10.78,16,40%,11,Google Ads,30,0,1
2032,Salesforce,Healthcare,Germany,9/16/2024,Free,Monthly,€6.85,3,42%,6,Google Ads,52,0,1
2011,DataNest,SaaS,DE,22-12-2024,Free,Monthly,€13.76,10+,4%,5,google ads,52,0,1
1001,MarketPro,Marketing,USA,4/8/2024,Free,Monthly,$5.49 ,9,3%,5,google ads,33,0,1
2056,DataNest,FinTech,DE,18-06-2024,Free,Monthly,€12.35,10+,41%,7,google ads,33,0,1
1781,MarketPro,Education,USA,11/4/2024,Free,monthly,$1.20 ,15,10%,7,Google Ads,35,0,1
2085,Notion,Real Estate,USA,22-02-2024,Free,Monthly,$3.72 ,2,32%,8,Google Ads,36,0,1
1065,DataNest,Real Estate,Germany,17-09-2024,Free,monthly,€23.45,11,34%,12,Google Ads,36,0,1
1013,Cloudify,Education,UK,6/8/2024,Free,Monthly,£25.24,30,16%,6,Organic,38,0,1
1451,Zendesk,FinTech,USA,12/3/2024,Free,Monthly,$48.72 ,20,35%,6,google ads,38,0,1
2149,Zendesk,Real Estate,Australia,16-03-2024,Free,Monthly,$0.50 ,17,28%,6,google ads,38,0,1
1693,Zendesk,FinTech,USA,12/3/2024,Free,Monthly,$11.94 ,1,27%,4,Google Ads,42,0,1
1679,FinCorp,SaaS,Germany,6/4/2024,Free,monthly,€29.17,10+,43%,8,LinkedIn Ads,42,0,1
1791,Cloudify,Education,USA,9/7/2024,Free,Monthly,$19.12 ,30,14%,4,Organic,43,0,1
2140,HubSpot,SaaS,UK,1/16/2024,Free,Monthly,£4.88,10+,32%,6,google ads,45,0,1
1882,FinCorp,Marketing,DE,10/2/2024,Free,Monthly,€4.1,10,5%,9,google ads,47,0,1
1795,Cloudify,Healthcare,UK,14-09-2024,Free,Monthly,£0.16,1,28%,6,Organic,48,0,1
1102,DataNest,FinTech,DE,23-05-2024,Free,Monthly,€9.3,19,12%,8,google ads,48,0,1
2122,Cloudify,Healthcare,UK,4/28/2024,Basic,monthly,£250.98,3,3%,5,Google Ads,50,0,1
1543,Zendesk,Real Estate,Australia,1/17/2024,Free,monthly,$9.22 ,23,28%,8,Google Ads,51,0,1
1567,Cloudify,Real Estate,USA,11/1/2024,Free,Monthly,$23.48 ,10+,6%,9,Organic,52,0,1
1782,Cloudify,Real Estate,UK,3/22/2024,Basic,Annual,£66.82,26,8%,4,Google Ads,52,0,1
1979,DataNest,E-commerce,Germany,21-08-2024,Free,Monthly,€30.14,21,13%,9,google ads,52,0,1
1741,Stripe,E-commerce,Canada,5/24/2024,Free,Monthly,$18.00 ,14,3%,11,Google Ads,53,0,1
2075,Salesforce,E-commerce,USA,4/25/2024,Free,monthly,$17.40 ,8,22%,8,google ads,54,0,1
1330,Cloudify,FinTech,USA,26-08-2024,Free,Monthly,$24.60 ,23,9%,4,Organic,55,0,1
1435,Zendesk,Real Estate,USA,4/19/2024,Free,Monthly,$0.30 ,14,19%,7,google ads,55,0,1
1914,FinCorp,FinTech,USA,24-05-2024,Free,Monthly,$10.11 ,25,32%,8,Google Ads,56,0,1
1108,Zendesk,Real Estate,USA,3/16/2024,Free,Monthly,$5.80 ,10+,15%,10,google ads,56,0,1
1381,HubSpot,Real Estate,United Kingdom,8/26/2024,Free,Monthly,£18.2,20,20%,5,google ads,59,0,1
1474,FinCorp,Marketing,USA,3/3/2024,Free,Monthly,$1.13 ,9,9%,7,google ads,34,0,1
1794,Cloudify,FinTech,India,8/26/2024,Free,Monthly,$5.64 ,10+,25%,2,LinkedIn Ads,34,0,1
2036,Salesforce,Real Estate,USA,26-04-2024,Free,Monthly,$10.81 ,29,6%,5,google ads,34,0,1
1193,Cloudify,Marketing,India,10/9/2024,Basic,ANNUAL,$84.29 ,26,37%,5,google ads,30+,0,1
1058,Cloudify,Real Estate,UK,7/26/2024,Free,Monthly,£18.23,26,2%,4,google ads,30+,0,1
1158,MarketPro,Education,Canada,12/4/2024,Free,monthly,$19.78 ,28,22%,8,google ads,30+,0,1
1376,FinCorp,Real Estate,UK,16-03-2024,Basic,Annual,£65.65,26,5%,4,Google Ads,30+,0,1
1609,MarketPro,Real Estate,Canada,12/22/2024,Free,monthly,$14.30 ,23,28%,4,Google Ads,30+,0,1
1983,HubSpot,FinTech,United Kingdom,9/3/2024,Free,Monthly,£1.43,29,42%,4,google ads,30+,0,1
1058,Cloudify,Real Estate,UK,7/26/2024,Free,Monthly,£18.23,26,2%,4,google ads,30+,0,1
1609,MarketPro,Real Estate,Canada,12/22/2024,Free,monthly,$14.30 ,23,28%,4,Google Ads,30+,0,1
1912,MarketPro,FinTech,Australia,2/10/2024,Free,Monthly,$20.52 ,5,12%,5,Google Ads,30+,0,1
2167,HubSpot,Healthcare,United Kingdom,6/11/2024,Free,monthly,£13.61,9,44%,5,Google Ads,30+,0,1
1788,FinCorp,Marketing,U.S.A.,17-07-2024,Free,Monthly,$48.59 ,11,28%,6,google ads,46,0,1
1876,Cloudify,E-commerce,UK,8/19/2024,Free,Monthly,£4.45,21,6%,6,google ads,46,0,1
1947,FinCorp,Education,UK,8/22/2024,Basic,monthly,£82.56,8,44%,6,Google Ads,46,0,1
1250,DataNest,Real Estate,UK,11/22/2024,Free,Monthly,£20.44,21,21%,7,Google Ads,46,0,1
1318,DataNest,Education,UK,1/1/2024,Free,Monthly,£7.85,8,43%,7,google ads,46,0,1
1637,DataNest,E-commerce,DE,7/4/2024,Free,monthly,€12.24,12,31%,7,google ads,30+,0,1
1691,FinCorp,Education,DE,7/1/2024,Free,Monthly,€11.27,9,6%,7,Direct,30+,0,1
2146,Cloudify,Healthcare,USA,4/10/2024,Free,Monthly,$15.73 ,10+,9%,7,Google Ads,30+,0,1
1099,Salesforce,Education,DE,7/10/2024,Free,monthly,€6.02,19,19%,8,Google Ads,30+,0,1
1163,Cloudify,Real Estate,USA,1/10/2024,Free,Monthly,$15.34 ,3,9%,8,google ads,30+,0,1
1568,Cloudify,E-commerce,UK,10/11/2024,Free,Monthly,£7.14,17,17%,9,Referral,30+,0,1
1660,DataNest,E-commerce,Germany,1/5/2024,Free,monthly,€40.63,2,11%,9,google ads,30+,0,1
1133,Notion,Education,UK,10/12/2024,Free,Monthly,£25.86,11,35%,10,Google Ads,30+,0,1
1925,Notion,Real Estate,UK,12/25/2024,Free,monthly,£3.35,12,6%,11,google ads,30+,0,1
1777,HubSpot,SaaS,United Kingdom,6/26/2024,Pro,Annual,£206.65,16,87%,1,Google Ads,10,,0
1875,Stripe,Healthcare,America,28-04-2024,Basic,Monthly,$66.99 ,14,92%,2,Organic,16,,0
2040,Cloudify,SaaS,UK,10/12/2024,Free,Monthly,£9.28,9,16%,5,Google Ads,23,,0
